text_clean,text_preprocessed,text_len,polarity_score,polarity
kriting ini yg kmren gue pernah komen  mencela pengungsi rohingya itu salah banget malah mau gmnpun mereka ttp mrk itu manusia yg sdg dlm kondisi sulit yg butuh uluran tangan dan perlindungan  lanjut,"['kriting', 'yg', 'kmren', 'gue', 'komen', 'cela', 'ungsi', 'rohingya', 'salah', 'banget', 'gmnpun', 'ttp', 'mrk', 'manusia', 'yg', 'sdg', 'dlm', 'kondisi', 'sulit', 'yg', 'butuh', 'ulur', 'tangan', 'lindung']",33,-4,negative
sena nah bener tuh memang pemerintah goblog kurang up date berita luar negari kerjaan  dan ri  rakyat sendiri kelaparan malah piara bangla rohingya,"['sena', 'bener', 'tuh', 'perintah', 'goblog', 'up', 'date', 'berita', 'negari', 'kerja', 'ri', 'rakyat', 'lapar', 'piara', 'bangla', 'rohingya']",23,-5,negative
awas fi nanti kena quote sama akun yg sering bahas hoaks rohingya,"['awas', 'fi', 'kena', 'quote', 'akun', 'yg', 'bahas', 'hoaks', 'rohingya']",12,0,neutral
rohingya jg sama disana ada genosida 🥲knapa perlakuan nya hrs dibedakan,"['rohingya', 'jg', 'sana', 'ada', 'genosida', 'knapa', 'laku', 'nya', 'hrs', 'beda']",11,-1,negative
iyay pdhal bnyak bgt pribumi yg masih memerlukan bantuan daripada rohingya,"['iyay', 'pdhal', 'bnyak', 'bgt', 'pribumi', 'yg', 'bantu', 'rohingya']",11,-3,negative
liong  realita dan nyata kehidupan warga sendiri yang tinggal di papua masih banyak yg miskin menderitasdh exs gubernurnya  lukas enembe maling jatah hak rakyat pemerintah sibuk ngurusi pengungsi rohingya datang datang makan enak minta tanah buat tempat tinggal klompoknya,"['liong', 'realita', 'nyata', 'hidup', 'warga', 'tinggal', 'papua', 'yg', 'miskin', 'menderitasdh', 'exs', 'gubernur', 'lukas', 'enembe', 'maling', 'jatah', 'hak', 'rakyat', 'perintah', 'sibuk', 'ngurusi', 'ungsi', 'rohingya', 'makan', 'enak', 'tanah', 'tinggal', 'klompoknya']",39,-5,negative
feelingku bhas rohingya iki mesti,"['feelingku', 'bhas', 'rohingya', 'iki', 'mesti']",5,-3,negative
mohon maaf ya mba sy mau peringatkan anda kl anda muslim postingan anda ini udah mencapai  juta viewers selama anda ga ngehapus dan selama itu viewers anda jadiin sumber kebencian ke rohingya selaama itu juga anda harus mau bertambah dosa atas fitnah anda,"['mohon', 'maaf', 'ya', 'mba', 'sy', 'ingat', 'kl', 'muslim', 'postingan', 'udah', 'capai', 'juta', 'viewers', 'ga', 'ngehapus', 'viewers', 'jadiin', 'sumber', 'benci', 'rohingya', 'selaama', 'tambah', 'dosa', 'fitnah']",43,-1,negative
percuma mbak udah pada tau ama arsa ini oleh karenanya mungkin lebih baik pemerintah indo kasih senjata buat rohingya biar bisa ikut berjuang bareng arsa ini 😂🤗,"['mbak', 'udah', 'tau', 'ama', 'arsa', 'perintah', 'indo', 'kasih', 'senjata', 'rohingya', 'biar', 'juang', 'bareng', 'arsa']",27,-8,negative
perngentotan terdahsyat adiba zara minho arsenal  penghinanabi dibelaamin amin pengkhianatumat bem ugm ceasefire now rohingya,"['perngentotan', 'dahsyat', 'adiba', 'zara', 'minho', 'arsenal', 'penghinanabi', 'dibelaamin', 'amin', 'pengkhianatumat', 'bem', 'ugm', 'ceasefire', 'now', 'rohingya']",15,-3,negative
propaganda pejuang palestina dianggap teroris pun sudah dikenal semua orang isu myanmar asli masalah suku kita paham untuk yg palestina yg kita lawan adalah propaganda sementara uighur dan rohingya yg kita lawan adalah rezim militer korban kekejaman israel itu tidak melibatka,"['propaganda', 'juang', 'palestina', 'anggap', 'teroris', 'kenal', 'orang', 'isu', 'myanmar', 'asli', 'suku', 'paham', 'yg', 'palestina', 'yg', 'lawan', 'propaganda', 'uighur', 'rohingya', 'yg', 'lawan', 'rezim', 'militer', 'korban', 'kejam', 'israel', 'melibatka']",41,-12,negative
juga kita tetap membela saudara suku muslim di rrc juga malah yaitu uighur namun kenapa kasus palestina lebih mendunia daripada kasus uighur dan rohingya jawabannya karena kedua negara dapat tekanan dari negara adikuasa sementara israel tidak sama sekali ini yg kita lawan,"['bela', 'saudara', 'suku', 'muslim', 'rrc', 'uighur', 'palestina', 'dunia', 'uighur', 'rohingya', 'jawab', 'negara', 'tekan', 'negara', 'adikuasa', 'israel', 'yg', 'lawan']",42,-5,negative
nyakfadilah kecil          wmanbapr  bozz yg dititp hilang bozz prihal rohingya menkopolkam,"['nyakfadilah', 'wmanbapr', 'bozz', 'yg', 'dititp', 'hilang', 'bozz', 'prihal', 'rohingya', 'menkopolkam']",11,-1,negative
kalau masalah rohingya gue netral makanya belum mengambil sikap dg kasus pengungsi mereka tapi membela karena kemanusiaan selain rohingya suku karen terlibat juga dalam pemberontakan asli di myanmar itu kasusnya sama dg yugoslavia kebanggaan suku serbia,"['rohingya', 'gue', 'netral', 'ambil', 'sikap', 'dg', 'ungsi', 'bela', 'manusia', 'rohingya', 'suku', 'karen', 'libat', 'ronta', 'asli', 'myanmar', 'kasus', 'dg', 'yugoslavia', 'bangga', 'suku', 'serbia']",36,5,positive
pengungsi rohingya nntinya di lokasikan ke ikn,"['ungsi', 'rohingya', 'nntinya', 'lokasi', 'ikn']",7,0,neutral
online karena rohingya banyak problem di aceh aceh ini adalah masalah indonesia kita lebih punya kewajiban menolong sebagai anggota keluarga,"['online', 'rohingya', 'problem', 'aceh', 'aceh', 'indonesia', 'wajib', 'tolong', 'anggota', 'keluarga']",20,-7,negative
dari sini kita tahu rohingya takut mati di tanah rakhine sedangkat rakyat palestina berani mati di tanah suci kelahiran mereka,"['rohingya', 'takut', 'mati', 'tanah', 'rakhine', 'sedangkat', 'rakyat', 'palestina', 'berani', 'mati', 'tanah', 'suci', 'lahir']",20,1,positive
yaudah lo urusin noh orang rohingya pake duit lo,"['yaudah', 'lo', 'urusin', 'noh', 'orang', 'rohingya', 'pake', 'duit', 'lo']",9,-3,negative
yang sifat jelek cuman beberapa orang lalu mau menghakimi seluruh rakyat rohingya dungu sekali kau  nabi muhammad pernah saat duduh dibawah pohon digigit oleh seekor semut lalu sahabat ingin membakar sarang semut nabi melarang dan hanya menyuruh membunuh satu semut itu saja,"['sifat', 'jelek', 'cuman', 'orang', 'hakim', 'rakyat', 'rohingya', 'dungu', 'kau', 'nabi', 'muhammad', 'duduh', 'bawah', 'pohon', 'gigit', 'ekor', 'semut', 'sahabat', 'bakar', 'sarang', 'semut', 'nabi', 'larang', 'suruh', 'bunuh', 'semut']",42,-27,negative
pengungsi rohingya datang lagi  orang tiba di aceh,"['ungsi', 'rohingya', 'orang', 'aceh']",8,0,neutral
seberapa cepat gerakan tangan kalian  rohingya zara emyu,"['cepat', 'gera', 'tangan', 'rohingya', 'zara', 'emyu']",8,1,positive
rohingya kontol pergi kalian dari negara gue,"['rohingya', 'kontol', 'pergi', 'negara', 'gue']",7,-7,negative
id terganggu tanya sama orang aceh yg merasa ga terganggu daerah mana di aceh hari ini yang menerima rohingya,"['id', 'ganggu', 'orang', 'aceh', 'yg', 'ga', 'ganggu', 'daerah', 'aceh', 'terima', 'rohingya']",19,-6,negative
kapolda aceh irjen ahmad kartiko meminta unhcr untuk bertanggung jawab atas gelombang pengungsi rohingya yang berdatangan ke aceh  source,"['kapolda', 'aceh', 'irjen', 'ahmad', 'kartiko', 'unhcr', 'tanggung', 'gelombang', 'ungsi', 'rohingya', 'aceh', 'source']",19,-2,negative
dikeki mangan tambah njaluk pulau 😬 cok lek rohingya iki,"['keki', 'mangan', 'njaluk', 'pulau', 'cok', 'lek', 'rohingya', 'iki']",10,-3,negative
warga rohingya emang kntl kelakuan kek ti alasan kemanusiaan bullshit emang manusia asu bodo amat njing balikin warga rohingya ke asalnya,"['warga', 'rohingya', 'emang', 'kntl', 'laku', 'kek', 'ti', 'alas', 'manusia', 'bullshit', 'emang', 'manusia', 'asu', 'bodo', 'njing', 'balikin', 'warga', 'rohingya', 'asal']",21,1,positive
id ka td pagi ku baca ada yg komen di twit lain kl org aceh sendiri biasa aj tp org luar aceh yg koar soal rohingya jd aslinya org aceh merasa terganggu dg kehadiran mereka apa gmn yg bnr gmn simpang siur gini ya,"['id', 'ka', 'td', 'pagi', 'ku', 'baca', 'ada', 'yg', 'komen', 'twit', 'kl', 'org', 'aceh', 'aj', 'tp', 'org', 'aceh', 'yg', 'koar', 'rohingya', 'jd', 'asli', 'org', 'aceh', 'ganggu', 'dg', 'hadir', 'gmn', 'yg', 'bnr', 'gmn', 'simpang', 'siur', 'gin', 'ya']",44,-2,negative
sama tiktok kak persis di sana para centang biru malah ramerame nyudutin rohingya,"['tiktok', 'kak', 'persis', 'centang', 'biru', 'ramerame', 'nyudutin', 'rohingya']",13,-5,negative
sampai hari ini dari pendaratan pertama di awal november  ini  sudah ada  orang rohingya yang mendarat di aceh  tppo   tindak pidana perdagangan orang  kok sebanyak ini ya  sindikat macam apa ini,"['darat', 'november', 'ada', 'orang', 'rohingya', 'darat', 'aceh', 'tppo', 'tindak', 'pidana', 'dagang', 'orang', 'ya', 'sindikat']",31,1,positive
eh setan goblok palestina punya tentara dan senjata serta rudal sedangkan rohingya hanya rakyat kecil yang miskin yang hanya tinggal di rumahrumah kayu dan seadanya yang ada di hutan  gak usah bandingin dengan situasi yang berbeda goblog,"['eh', 'setan', 'goblok', 'palestina', 'tentara', 'senjata', 'rudal', 'rohingya', 'rakyat', 'miskin', 'tinggal', 'rumahrumah', 'kayu', 'ada', 'ada', 'hutan', 'gak', 'bandingin', 'situasi', 'beda', 'goblog']",37,-13,negative
mungkin teori kalau isu rohingya ini materi politisasi pilpres jangan jangan benar adanya,"['teori', 'isu', 'rohingya', 'materi', 'politisasi', 'pilpres']",13,-1,negative
gesekan pasti ada bro masalah pengungsi di seluruh dunia itu eropa aja berpuluh thn hidup bareng masih sering gesek tp gak bener juga kalau lu pukul rata kelakuan oknum untuk menjustifikasi seluruh kelompok apalagi pelintir isu rohingya perkosa lokal kek kemarin jahat itu,"['gesek', 'ada', 'bro', 'ungsi', 'dunia', 'eropa', 'aja', 'puluh', 'thn', 'hidup', 'bareng', 'gesek', 'tp', 'gak', 'bener', 'lu', 'laku', 'oknum', 'justifikasi', 'kelompok', 'pelintir', 'isu', 'rohingya', 'perkosa', 'lokal', 'kek', 'kemarin', 'jahat']",43,-13,negative
kalo kalian familiar sama netizen indo yg nyerang medsos israel ya balasannya disinformasi dari mereka lucunya kenapa harus menggaet ke rohingya yang kalo mau serius dari  udah ada masalah sama penduduk lokal aceh,"['kalo', 'familiar', 'netizen', 'indo', 'yg', 'nyerang', 'medsos', 'israel', 'ya', 'balas', 'disinformasi', 'lucu', 'gaet', 'rohingya', 'kalo', 'serius', 'udah', 'ada', 'duduk', 'lokal', 'aceh']",33,-2,negative
muun  menurut bang muun kenapa unhcr menempatkan orang rohingya ke indonesia,"['muun', 'bang', 'muun', 'unhcr', 'tempat', 'orang', 'rohingya', 'indonesia']",11,-3,negative
pecah x cuan  juta dari om gatot nih     cobain ニキ歳祝成人 rohingya early vday for v pendek pak sugeng bawaslu ceasefire now emyu adiba  returnas,"['pecah', 'x', 'cuan', 'juta', 'om', 'gatot', 'nih', 'cobain', 'rohingya', 'early', 'vday', 'for', 'v', 'pendek', 'sugeng', 'bawaslu', 'ceasefire', 'now', 'emyu', 'adiba', 'returnas']",24,1,positive
id td sy baca ada yg curiga kl yg dtg itu org bengal bkn rohingya asli,"['id', 'td', 'sy', 'baca', 'ada', 'yg', 'curiga', 'kl', 'yg', 'dtg', 'org', 'bengal', 'bkn', 'rohingya', 'asli']",16,-2,negative
id kalau negara segede indonesia kepulauan bisa di jajah sm rohingya yg remah rengginang pun engga lu musti mempertanyakan seberapa bodohnya pertahanan kita konyol bgt sumpah khayalan lu,"['id', 'negara', 'gede', 'indonesia', 'pulau', 'jajah', 'sm', 'rohingya', 'yg', 'remah', 'rengginang', 'engga', 'lu', 'musti', 'bodoh', 'tahan', 'konyol', 'bgt', 'sumpah', 'khayal', 'lu']",28,-7,negative
kemungkinan dia itu influencer binaan dlm rngka fabrikasi isu tertentu di medoa sosial baik scr direct mwpun indirect sy rs perlu dibongkar jringan binaan pr influencer yg srempak mengamplifikasi isu pengungsi rohingya krna sy sdh lihat sjauh ini ad pnggiringan ke slh stu pslon,"['influencer', 'bina', 'dlm', 'rngka', 'fabrikasi', 'isu', 'medoa', 'sosial', 'scr', 'direct', 'mwpun', 'indirect', 'sy', 'rs', 'bongkar', 'jringan', 'bina', 'pr', 'influencer', 'yg', 'srempak', 'amplifikasi', 'isu', 'ungsi', 'rohingya', 'krna', 'sy', 'sdh', 'lihat', 'sjauh', 'ad', 'pnggiringan', 'slh', 'stu', 'pslon']",44,2,positive
rohingya ini adalah masalah asean kita punya kewajiban menolong sebagai negara tetangga kata ketua pbnu gus ulil abshar abdalla,"['rohingya', 'asean', 'wajib', 'tolong', 'negara', 'tetangga', 'ketua', 'pbnu', 'gus', 'ulil', 'abshar', 'abdalla']",19,-1,negative
kasusnya beda  orang rohingya punya negara kalo palestina sedang berjuang unk merdeka secara de facto,"['kasus', 'beda', 'orang', 'rohingya', 'negara', 'kalo', 'palestina', 'juang', 'unk', 'merdeka', 'de', 'facto']",15,-2,negative
ada  juta refugee rohingya menunggu di deportasi dari bangladesh semoga bisa balik ke myanmar,"['ada', 'juta', 'refugee', 'rohingya', 'tunggu', 'deportasi', 'bangladesh', 'moga', 'myanmar']",14,3,positive
indonesia sama malaysia lagi akur dan saling dukung gara kasus rohingya  well emang untuk berkerjasama ternyata butuh musuh bersama lol,"['indonesia', 'malaysia', 'akur', 'dukung', 'gara', 'rohingya', 'well', 'emang', 'berkerjasama', 'butuh', 'musuh', 'lol']",20,-9,negative
setelah kengerian dan kegetiran yang dialami orangorang rohingya kok kalian dengan nyaman berkata sedemikian jahatnya kepada mereka,"['ngeri', 'getir', 'alami', 'orangorang', 'rohingya', 'nyaman', 'jahat']",17,-11,negative
mungkin sudah seminggu lebih sejak berita pengungsi rohingya berlabuh di salah satu pantai di wilayah nkri masyarakat ada yang menolak dan ada juga yang kasihan tapi tidak sepatah katapun terdengar di media tentang tanggapan pemerintah indonesia,"['minggu', 'berita', 'ungsi', 'rohingya', 'labuh', 'salah', 'pantai', 'wilayah', 'nkri', 'masyarakat', 'ada', 'tolak', 'ada', 'kasihan', 'patah', 'kata', 'dengar', 'media', 'tanggap', 'perintah', 'indonesia']",36,-5,negative
ga salah rakyat indo sekarang mayoritas iq nya ya rendah bisa dilihat dari cara menanggapi masalah rohingya tadi,"['ga', 'salah', 'rakyat', 'indo', 'mayoritas', 'iq', 'nya', 'ya', 'rendah', 'tanggap', 'rohingya']",18,-5,negative
dlu klo pemerontah nolak rohingya pasti udah di katain rezim pki rezim anti islam rezim kafir,"['dlu', 'klo', 'peron', 'nolak', 'rohingya', 'udah', 'katain', 'rezim', 'pki', 'rezim', 'anti', 'islam', 'rezim', 'kafir']",16,2,positive
jumlah pengungsi rohingya gak sampe  di indo gausah lebay akan ngambil alih,"['ungsi', 'rohingya', 'gak', 'sampe', 'indo', 'gausah', 'lebay', 'ngambil', 'alih']",12,-11,negative
link gacor ada di bio   amin pengkhianatumat  bem ugm  adiba rohingya survey pendek zara alison munchen,"['link', 'gacor', 'ada', 'bio', 'amin', 'pengkhianatumat', 'bem', 'ugm', 'adiba', 'rohingya', 'survey', 'pendek', 'zara', 'alison', 'munchen']",16,0,neutral
asli sangat menyebalkan sekali org rohingya ini blm lg klo di mereka melakukan tindak pidana wkwk,"['asli', 'sebal', 'org', 'rohingya', 'blm', 'lg', 'klo', 'tindak', 'pidana', 'wkwk']",16,2,positive
kemana patroli perbatasan laut indonesia apa tunggu viral dulu jelas sdh ada agenkapten kapal yg ditangkap polisi aceh yg terbarubaru masuk lg imigran gelap rohingya dan  kapten nya sdh kabur duluan krn takut ditangkap seperti temannya,"['mana', 'patroli', 'batas', 'laut', 'indonesia', 'tunggu', 'viral', 'sdh', 'ada', 'agenkapten', 'kapal', 'yg', 'tangkap', 'polisi', 'aceh', 'yg', 'terbarubaru', 'masuk', 'lg', 'imigran', 'gelap', 'rohingya', 'kapten', 'nya', 'sdh', 'kabur', 'duluan', 'krn', 'takut', 'tangkap', 'teman']",36,-22,negative
buat yg nyari tempat kartu ini rekomended banget sih muat banyak bisa sampe  kartu desainnya jg simple elegan   namjoon kimtaehyung adiba zara my exo bem ugm ceasefire now rohingya munchen v,"['yg', 'nyari', 'kartu', 'rekomended', 'banget', 'sih', 'muat', 'sampe', 'kartu', 'desain', 'jg', 'simple', 'elegan', 'namjoon', 'kimtaehyung', 'adiba', 'zara', 'my', 'exo', 'bem', 'ugm', 'ceasefire', 'now', 'rohingya', 'munchen', 'v']",31,9,positive
minggu sore ada survey dadakan menhan rohingya asahi zara adiba hingga sering penghinanabi dibelaamin ada lanjutan kasus potongan payudara di surabaya ternyata milik wanita ini,"['minggu', 'sore', 'ada', 'survey', 'dada', 'menhan', 'rohingya', 'asah', 'zara', 'adiba', 'penghinanabi', 'dibelaamin', 'ada', 'lanjut', 'potong', 'payudara', 'surabaya', 'milik', 'wanita']",25,-8,negative
zyitsme ayo   mana tanggung jawab atas pengungsi rohingya,"['zyitsme', 'ayo', 'tanggung', 'ungsi', 'rohingya']",8,2,positive
pelaku yg nyerang anies bukan orang aceh kok kebanyakan udah banyak yg ngetwt juga emang beneran kita lagi diadu domba buat kepentingan politik yang kena yaa warga aceh yg politisasi kasus rohingya semoga tiap berak brot brot brot sampe meledak wc lu,"['laku', 'yg', 'nyerang', 'anies', 'orang', 'aceh', 'banyak', 'udah', 'yg', 'ngetwt', 'emang', 'beneran', 'adu', 'domba', 'penting', 'politik', 'kena', 'yaa', 'warga', 'aceh', 'yg', 'politisasi', 'rohingya', 'moga', 'berak', 'brot', 'brot', 'brot', 'sampe', 'ledak', 'wc', 'lu']",42,-15,negative
link daftar in bio gaskeun boskuh perngentotan terdahsyat amin pengkhianatumat liverpool bem ugm  adiba rohingya survey pendek zara alison munchen,"['link', 'daftar', 'in', 'bio', 'gaskeun', 'boskuh', 'perngentotan', 'dahsyat', 'amin', 'pengkhianatumat', 'liverpool', 'bem', 'ugm', 'adiba', 'rohingya', 'survey', 'pendek', 'zara', 'alison', 'munchen']",20,-6,negative
indonesia tidak punya kewajiban atas solusi rohingya dukung upaya pemulangan pengungsi rohingya kembali ke myanmar kalau perlu,"['indonesia', 'wajib', 'solusi', 'rohingya', 'dukung', 'upaya', 'pulang', 'ungsi', 'rohingya', 'myanmar']",17,2,positive
nelayan di aceh mengawal kapal pengungsi etnis rohingya yang masuk perairan aceh  makin masif pemerintah serahin saja ke usman hamid menampung itu yg dia minta,"['nelayan', 'aceh', 'awal', 'kapal', 'ungsi', 'etnis', 'rohingya', 'masuk', 'air', 'aceh', 'masif', 'perintah', 'serahin', 'usman', 'hamid', 'tampung', 'yg']",25,-8,negative
dan si teteh founder yang menyebarkan kebencian sikap rasis dan penolakan pun menghapus postingan dia tentang itu  ketemu orang myanmar random di pesawat terus mengambil sikap membenci rohingya,"['si', 'teteh', 'founder', 'sebar', 'benci', 'sikap', 'ras', 'tolak', 'hapus', 'postingan', 'ketemu', 'orang', 'myanmar', 'random', 'pesawat', 'ambil', 'sikap', 'benci', 'rohingya']",28,-16,negative
imigran rohingya masuk pidie pegang kartu pengungsi unhcr,"['imigran', 'rohingya', 'masuk', 'pidie', 'pegang', 'kartu', 'ungsi', 'unhcr']",8,-5,negative
pak presiden  saya yakin bapak juga sudah terpikir kenapa pengungsi rohingya dengan mudahnya masuk di indonesia karna pasti tahun depan mereka akan dibuatkan ktp indonesia untuk memilih capres yg bapak sudah tau siapa itu,"['presiden', 'pikir', 'ungsi', 'rohingya', 'mudah', 'masuk', 'indonesia', 'karna', 'buat', 'ktp', 'indonesia', 'pilih', 'capres', 'yg', 'tau']",34,-3,negative
semakin lama dibereskan jangan kaget apabila akan beredar berita hal aneh turunannya yang koar dulu sampai demo bela rohingya jangan ngeles sekarang ini masalah kemanusiaan ini masalah sudah di depan muncung dimana masih banyak kelaparan di negeri sendiri,"['beres', 'kaget', 'edar', 'berita', 'aneh', 'turun', 'koar', 'demo', 'bela', 'rohingya', 'ngeles', 'manusia', 'muncung', 'mana', 'lapar', 'negeri']",38,-12,negative
heran banget kenapa kubu  mainin issue rohingya ya,"['heran', 'banget', 'kubu', 'mainin', 'issue', 'rohingya', 'ya']",8,4,positive
foto etnis rohingya yang tiba di pidie menjalani pemeriksaan covid,"['foto', 'etnis', 'rohingya', 'pidie', 'jalan', 'periksa', 'covid']",10,-2,negative
kalo udah rb penduduk rohingya baru mampus kau ngurusnya,"['kalo', 'udah', 'rb', 'duduk', 'rohingya', 'mampus', 'kau', 'ngurusnya']",9,-5,negative
rohingya bagusnya di romusa aja,"['rohingya', 'bagus', 'romusa', 'aja']",5,-1,negative
galak amat lu udah digaji berapa sama orang rohingya demi bela rohingga sampe maki gueato jangan lu juga orang rohingya krn banyak orang rohingya yg nyamar jd netizen indo dgn ciri khas suka maki,"['galak', 'lu', 'udah', 'gaji', 'orang', 'rohingya', 'bela', 'rohingga', 'sampe', 'maki', 'gueato', 'lu', 'orang', 'rohingya', 'krn', 'orang', 'rohingya', 'yg', 'nyamar', 'jd', 'netizen', 'indo', 'dgn', 'ciri', 'khas', 'suka', 'maki']",34,-7,negative
ada video seru cek sekarang juga  usir pengungsi rohingya karena di bangladesh sdh dikasih pulau rumah sekolahan bagus fasilits trjamin knp ke indonesia usir pengungsi rohingya bpk terhormat tni tnial tniau   ri,"['ada', 'video', 'seru', 'cek', 'usir', 'ungsi', 'rohingya', 'bangladesh', 'sdh', 'kasih', 'pulau', 'rumah', 'sekolah', 'bagus', 'fasilits', 'trjamin', 'knp', 'indonesia', 'usir', 'ungsi', 'rohingya', 'bpk', 'hormat', 'tni', 'tnial', 'tniau', 'ri']",32,-6,negative
id bebal bgt emg pendukung rohingya dikasih tahu susah bgt liat kasus di depan mata itu minta tanah di malaysia org melayu ga boleh bikin rumah di pulau di malaysia masih krg jelas apa bukan penjajahan namanya gws deh buat lu sang penghianat bangsa,"['id', 'bebal', 'bgt', 'emg', 'dukung', 'rohingya', 'kasih', 'susah', 'bgt', 'liat', 'mata', 'tanah', 'malaysia', 'org', 'melayu', 'ga', 'bikin', 'rumah', 'pulau', 'malaysia', 'krg', 'jajah', 'nama', 'gws', 'deh', 'lu', 'sang', 'penghianat', 'bangsa']",44,-5,negative
fighter   iya abangnya juga jangan ambil kesempatan dalam kesempitan apalagi kemarin kasus rohingya banyak banget akun  kampanye hitam ke  mending adu gagasan ye bang dari pada kampanye hitam,"['fighter', 'iya', 'abang', 'ambil', 'sempat', 'sempit', 'kemarin', 'rohingya', 'banget', 'akun', 'kampanye', 'hitam', 'mending', 'adu', 'gagas', 'ye', 'bang', 'kampanye', 'hitam']",28,-14,negative
dateng terus ini rohingya gk tau diri,"['dateng', 'rohingya', 'gk', 'tau']",7,-2,negative
rr   bukannya rasis rohingya keturunan etnis bangla ini orangnya malas malas gak mau hidup susah dan gak mau berjuang membela tanah airnya bisa nya kentu aja banyakin anak,"['rr', 'ras', 'rohingya', 'turun', 'etnis', 'bangla', 'orang', 'malas', 'malas', 'gak', 'hidup', 'susah', 'gak', 'juang', 'bela', 'tanah', 'air', 'nya', 'kentu', 'aja', 'banyakin', 'anak']",28,-18,negative
pengungsi rohingya kembali mendarat di pidie aceh,"['ungsi', 'rohingya', 'darat', 'pidie', 'aceh']",7,-2,negative
saya mendukung atas nama kemanusiaan pengungsi rohingya dikasih pulau kosong dalam pengawasan dan disuruh kerja menghidupi diri mereka dengan berkebun supaya tidak jadi beban negeri ini,"['dukung', 'nama', 'manusia', 'ungsi', 'rohingya', 'kasih', 'pulau', 'kosong', 'awas', 'suruh', 'kerja', 'hidup', 'kebun', 'beban', 'negeri']",26,-6,negative
orang rohingya pemerintah  kita wajib menerima mereka dan memberi mereka lahan untuk tempat tinggal  orang papua  rempang pemerintah  husir mereka mereka itu siapa bukan urusan saya  warga seiman  ahhh marilah rohingya tinggal di rumah ku dan berilah benih mu,"['orang', 'rohingya', 'perintah', 'wajib', 'terima', 'lahan', 'tinggal', 'orang', 'papua', 'rempang', 'perintah', 'husir', 'urus', 'warga', 'iman', 'ahhh', 'mari', 'rohingya', 'tinggal', 'rumah', 'ku', 'ilah', 'benih', 'mu']",39,2,positive
zara adiba  rohingya   perngentotan terdahsyat,"['zara', 'adiba', 'rohingya', 'perngentotan', 'dahsyat']",5,-3,negative
gelombang kedatangan pengungsi rohingya berlanjut  orang tiba di pidie,"['gelombang', 'datang', 'ungsi', 'rohingya', 'lanjut', 'orang', 'pidie']",9,-7,negative
perserikatan para buruh indonesia bertemu dengan bpk ganjar untuk menyampaikan aspirasi nya       zara  my exo  bem ugm  ceasefire now  rohingya,"['serikat', 'buruh', 'indonesia', 'temu', 'bpk', 'ganjar', 'aspirasi', 'nya', 'zara', 'my', 'exo', 'bem', 'ugm', 'ceasefire', 'now', 'rohingya']",20,4,positive
jejjeee  yah mereka para pria nggak bisa kontrol libido maka memperkosa seorang wanita di kamp pengungsian 🫣 makanya klo libido tinggi perbanyak perbuatan positif krk kerja bakti atau baca al quran katanya pengungsi rohingya mayoritas muslim,"['jejjeee', 'yah', 'pria', 'nggak', 'kontrol', 'libido', 'perkosa', 'wanita', 'kamp', 'ungsi', 'klo', 'libido', 'banyak', 'buat', 'positif', 'krk', 'kerja', 'bakti', 'baca', 'al', 'quran', 'ungsi', 'rohingya', 'mayoritas', 'muslim']",36,17,positive
dulu demo dukung selamatkan rohingya sekarang udah insaf kayaknya jadinya demo menolak rohingyamakanya cek dulu telusuri supaya gak jilat muntah sendiri,"['demo', 'dukung', 'selamat', 'rohingya', 'udah', 'insaf', 'kayak', 'demo', 'tolak', 'rohingyamakanya', 'cek', 'telusur', 'gak', 'jilat', 'muntah']",21,-16,negative
pilih yang mana bosku ketik medokjitu di google untuk bergabung bersama mereka bosku bem ugm sedang mengadakan survey terkait isu global seperti ceasefire now di myanmar dan situasi rohingya di philippines liverpool mencatat prestasi di dunia sepakbola taehyung on running man,"['pilih', 'bos', 'ketik', 'medokjitu', 'google', 'gabung', 'bos', 'bem', 'ugm', 'ada', 'survey', 'kait', 'isu', 'global', 'ceasefire', 'now', 'myanmar', 'situasi', 'rohingya', 'philippines', 'liverpool', 'catat', 'prestasi', 'dunia', 'sepakbola', 'taehyung', 'on', 'running', 'man']",41,-2,negative
kalau para pengungsi rohingya itu udah pada pergi semua kalian bakal balik lagi makimaki orang indonesia yang kelaparan itu dengan kata pemalas sampah dan lain sebagainya seperti yang dulu kalian lakuin sebelum ada pengungsi munafik,"['ungsi', 'rohingya', 'udah', 'pergi', 'makimaki', 'orang', 'indonesia', 'lapar', 'malas', 'sampah', 'lakuin', 'ada', 'ungsi', 'munafik']",35,-14,negative
pilih yang mana bosku ketik medokjitu di google untuk bergabung bersama mereka bosku  bem ugm sedang mengadakan survey terkait isu global termasuk ceasefire now di myanmar dan situasi rohingya di philippines liverpool mencatat prestasi di dunia sepakbola sedangkan kontroversi,"['pilih', 'bos', 'ketik', 'medokjitu', 'google', 'gabung', 'bos', 'bem', 'ugm', 'ada', 'survey', 'kait', 'isu', 'global', 'ceasefire', 'now', 'myanmar', 'situasi', 'rohingya', 'philippines', 'liverpool', 'catat', 'prestasi', 'dunia', 'sepakbola', 'kontroversi']",39,-5,negative
